text,recognized_entities,expected_entities,training_time,recall,precision,f1_score
From internet to Labs add DPI,"@operation,@destination,@origin,@middlebox,","@origin,@destination,@operation,@middlebox,",1.2624900341033936,1.0,1.0,1.0
Permit gaming for PS4 from 13:00 to 18:00,"@traffic,@operation,@target,@end,@start,","@operation,@traffic,@target,@start,@end,",1.2624900341033936,1.0,1.0,1.0
limit traffic to 5Gbps  Between internet and servers for 16:00 to 19:00,"@origin,@qos_constraint,@qos_unit,@end,@start,@traffic,@qos_value,@destination,","@qos_constraint,@traffic,@qos_value,@qos_unit,@origin,@destination,@start,@end,",1.2624900341033936,1.0,1.0,1.0
Do no let students access Netflix from the laboratories to the internet,"@service,@destination,@target,@origin,@operation,","@operation,@target,@service,@origin,@destination,",1.2624900341033936,1.0,1.0,1.0
Block torrent traffic for all students,"@traffic,@operation,@target,","@operation,@traffic,@target,",1.2624900341033936,1.0,1.0,1.0
limit to 100 Mbps the bandwidth torrent traffic can consume,"@qos_metric,@traffic,@qos_value,@qos_constraint,@qos_unit,","@qos_constraint,@qos_value,@qos_unit,@qos_metric,@traffic,",1.2624900341033936,1.0,1.0,1.0
"Please Lumi, block streaming traffic for students and set a 10 Mbps bandwidth limit","@qos_constraint,@qos_unit,@qos_metric,@traffic,@operation,@operation,@qos_value,@target,","@operation,@traffic,@target,@operation,@qos_value,@qos_unit,@qos_metric,",1.2624900341033936,1.0,0.8571428571428571,0.923076923076923
Add intrusion detection and address translation for servers network,"@middlebox,@middlebox,@operation,@target,","@operation,@middlebox,@middlebox,@target,",1.2624900341033936,1.0,1.0,1.0
please remove DPI from DMZ starting at 6am until 9pm,"@end,@middlebox,@start,@operation,@target,","@operation,@middlebox,@target,@start,@end,",1.2624900341033936,1.0,1.0,1.0
Please add traffic shaper between the internet and the dorms,"@middlebox,@destination,@origin,","@middlebox,@origin,@destination,",1.2624900341033936,1.0,1.0,1.0
"hey Lumi, add dpi to labs","@middlebox,@operation,@target,","@operation,@middlebox,@target,",1.2624900341033936,1.0,1.0,1.0
"Lumi, prohibit access to internal campus computers from the internet","@origin,@operation,","@operation,@destination,@origin,",1.2624900341033936,0.6666666666666666,1.0,0.8
Limit students in the dorm to 10 GB per week,"@qos_value,@target,@target,@qos_unit,","@qos_constraint,@target,@target,@qos_value,@qos_unit,",1.2624900341033936,0.75,1.0,0.8571428571428571
Add a firewall and address translation for att and verizon,"@target,@target,@middlebox,@middlebox,","@middlebox,@middlebox,@target,@target,",1.2624900341033936,1.0,1.0,1.0
"Please, block netflix traffic on PUC","@operation,@service,@target,","@operation,@service,@target,",1.2624900341033936,1.0,1.0,1.0
Email traffic is allowed for Staff members,"@operation,@service,@target,","@service,@operation,@target,",1.2624900341033936,1.0,1.0,1.0
"Hey Lumi, add DPI to the labs network","@middlebox,@operation,@target,","@operation,@middlebox,@target,",1.2624900341033936,1.0,1.0,1.0
block all student traffic,"@operation,@target,@traffic,","@operation,@target,@traffic,",1.2624900341033936,1.0,1.0,1.0
"Lumi, set to 10 kbps the upload rate for faculty","@target,@qos_unit,@qos_metric,@operation,@qos_value,","@operation,@qos_value,@qos_unit,@qos_metric,@target,",1.2624900341033936,1.0,1.0,1.0
Set quota to 10 GB per week at guest,"@operation,@qos_value,@target,@qos_unit,@qos_metric,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",1.2624900341033936,1.0,1.0,1.0
limit network usage of all students in the dorms to no more than 10 gb per seven days,"@target,@target,@qos_constraint,@qos_unit,@qos_metric,@qos_value,","@qos_constraint,@qos_metric,@target,@target,@qos_value,@qos_unit,",1.2624900341033936,1.0,1.0,1.0
block all student traffic in the network,"@target,@operation,@target,@target,","@operation,@target,@traffic,@target,",1.2624900341033936,0.6666666666666666,1.0,0.8
Lumi monitors the network traffic,"@target,","@middlebox,@target,",1.2624900341033936,0.5,1.0,0.6666666666666666
Block bittorrent for professors,"@operation,@service,@target,","@operation,@service,@target,",1.2624900341033936,1.0,1.0,1.0
Dismiss all rate limits and quotas for all hosts,"@qos_metric,@qos_metric,@operation,@target,","@operation,@qos_metric,@qos_metric,@target,",1.2624900341033936,1.0,1.0,1.0
"please lumi, block f2movies traffic from internet to students labs","@operation,@service,@target,@origin,","@operation,@service,@origin,@target,@target,",1.2624900341033936,1.0,1.0,1.0
Limit bandwidth usage to 50 mbps for professors.,"@qos_unit,@qos_metric,@qos_value,@target,@qos_constraint,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,",1.2624900341033936,1.0,1.0,1.0
Increase the bandwidth consumption limit for professors to 100 Mbps,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",1.2624900341033936,1.0,1.0,1.0
prevent all f2movies traffic from reaching the students in the labs,"@operation,@service,@target,@target,","@operation,@service,@target,@target,",1.2624900341033936,1.0,1.0,1.0
Grant SFTP access to all students from 08:00 to 17:00,"@operation,@protocol,@target,@end,@start,","@operation,@protocol,@target,@start,@end,",1.2624900341033936,1.0,1.0,1.0
Let students access Facebook,"@operation,@service,@target,","@operation,@target,@service,",1.2624900341033936,1.0,1.0,1.0
students should download no more than 10 GB of data in a week,"@qos_metric,@qos_value,@target,@qos_constraint,@qos_unit,","@target,@qos_constraint,@qos_metric,@qos_value,@qos_unit,",1.2624900341033936,1.0,1.0,1.0
Forward all the external traffic to DMZ,"@target,@operation,@target,@target,","@operation,@origin,@destination,",1.2624900341033936,0.3333333333333333,0.5,0.4
Students should not use more than five gigabytes of bandwidth per week,"@qos_unit,@qos_metric,@qos_value,@target,","@target,@qos_metric,@qos_value,@qos_unit,",1.2624900341033936,1.0,1.0,1.0
add a firewall,"@operation,@middlebox,","@operation,@middlebox,",1.2624900341033936,1.0,1.0,1.0
Please allow social media for the HR department,"@target,@traffic,@operation,","@operation,@traffic,@target,",1.2624900341033936,1.0,1.0,1.0
Students cannot run file servers,"@operation,@service,@target,","@target,@operation,@service,",1.2624900341033936,1.0,1.0,1.0
Mean Precision,0.9826254826254828
Mean Recall,0.9436936936936936
Mean F1,0.9627661735562186
