text,recognized_entities,expected_entities,training_time,recall,precision,f1_score
We provide a quota to all students of 1 GB per week of usage,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",1.0334539413452148,1.0,1.0,1.0
"Lumi, prohibit access to internal campus computers from the internet","@operation,@origin,","@operation,@destination,@origin,",1.0334539413452148,0.6666666666666666,1.0,0.8
block all student traffic,"@target,@operation,@target,","@operation,@target,@traffic,",1.0334539413452148,0.6666666666666666,1.0,0.8
Add intrusion detection and address translation for servers network,"@middlebox,@middlebox,@operation,@target,","@operation,@middlebox,@middlebox,@target,",1.0334539413452148,1.0,1.0,1.0
Remove load balancing from gateway to database,"@operation,@destination,@origin,@middlebox,","@operation,@middlebox,@origin,@destination,",1.0334539413452148,1.0,1.0,1.0
Set quota to 10 GB per week at guest,"@target,@qos_unit,@qos_metric,@operation,@qos_value,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",1.0334539413452148,1.0,1.0,1.0
add a firewall,"@middlebox,@operation,","@operation,@middlebox,",1.0334539413452148,1.0,1.0,1.0
Add parental control from my house to internet,"@destination,@origin,@middlebox,@operation,","@operation,@middlebox,@origin,@destination,",1.0334539413452148,1.0,1.0,1.0
limit the bandwidth to 5Gb for rack servers from 4 pm until 7 pm,"@qos_metric,@start,@qos_value,@qos_constraint,@qos_unit,@end,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,@start,@end,",1.0334539413452148,0.8571428571428571,1.0,0.923076923076923
Dismiss all rate limits and quotas for all hosts,"@qos_metric,@qos_metric,@operation,@target,","@operation,@qos_metric,@qos_metric,@target,",1.0334539413452148,1.0,1.0,1.0
Students shall download no more than 1000000 megabytes per week,"@qos_metric,@qos_value,@qos_constraint,@qos_unit,","@group,@qos_constraint,@qos_metric,@qos_value,@qos_unit,",1.0334539413452148,0.8,1.0,0.888888888888889
Students should not use more than five gigabytes of bandwidth per week,"@target,@qos_unit,@qos_metric,@qos_value,","@target,@qos_metric,@qos_value,@qos_unit,",1.0334539413452148,1.0,1.0,1.0
block traffic of the server racks,"@traffic,@operation,@target,","@operation,@traffic,@target,",1.0334539413452148,1.0,1.0,1.0
"Block all incoming HTTP traffic, allow only HTTPS for all hosts","@target,@operation,@operation,@protocol,@protocol,","@operation,@protocol,@operation,@protocol,@target,",1.0334539413452148,1.0,1.0,1.0
We provide a data plan quota for all staff of 10 GB per day,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",1.0334539413452148,1.0,1.0,1.0
From university to internet add firewall,"@operation,@destination,@origin,@middlebox,","@origin,@destination,@operation,@middlebox,",1.0334539413452148,1.0,1.0,1.0
