text,recognized_entities,expected_entities,training_time,recall,precision,f1_score
Telnet is allowed by the University firewall,"@middlebox,@operation,@protocol,@target,","@protocol,@operation,@target,@middlebox,",1.425570011138916,1.0,1.0,1.0
set a maximum of 5 gbps to the servers from 4pm to 7pm,"@qos_value,@destination,@qos_constraint,@qos_unit,@end,@start,@operation,","@operation,@qos_constraint,@qos_value,@qos_unit,@destination,@start,@end,",1.425570011138916,1.0,1.0,1.0
Limit bandwidth usage to 50 mbps for professors.,"@target,@qos_constraint,@qos_unit,@qos_metric,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,",1.425570011138916,0.8,1.0,0.888888888888889
set quota to 10 GB per week at LAN,"@qos_value,@target,@qos_unit,@qos_metric,@operation,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",1.425570011138916,1.0,1.0,1.0
All traffic from the Internet to the Labs has to go to DPI server and then goes to the Labs,"@traffic,@service,@service,@destination,@origin,","@traffic,@origin,@destination,@middlebox,",1.425570011138916,0.75,0.75,0.75
Between internet and servers limit traffic to 5Gbps interval 4pm to 7pm,"@start,@traffic,@qos_value,@destination,@origin,@qos_constraint,@qos_unit,@end,","@origin,@destination,@qos_constraint,@traffic,@qos_value,@qos_unit,@start,@end,",1.425570011138916,1.0,1.0,1.0
"Please, block netflix traffic on PUC","@target,@operation,@service,","@operation,@service,@target,",1.425570011138916,1.0,1.0,1.0
Permit gaming for PS4 from 13:00 to 18:00,"@start,@traffic,@operation,@target,@end,","@operation,@traffic,@target,@start,@end,",1.425570011138916,1.0,1.0,1.0
Include parental control for PlayStation,"@target,@middlebox,@operation,","@operation,@middlebox,@target,",1.425570011138916,1.0,1.0,1.0
The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"@qos_unit,@middlebox,@qos_metric,@qos_metric,@qos_value,@target,","@target,@middlebox,@qos_metric,@qos_metric,@qos_value,@qos_unit,",1.425570011138916,1.0,1.0,1.0
"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS","@operation,@service,@target,","@operation,@target,@service,",1.425570011138916,1.0,1.0,1.0
Add a firewall and address translation for att and verizon,"@middlebox,@middlebox,@target,@target,","@middlebox,@middlebox,@target,@target,",1.425570011138916,1.0,1.0,1.0
Add DPI middlebox into all traffic from Internet to the Labs,"@traffic,@operation,@destination,@origin,@middlebox,","@operation,@middlebox,@traffic,@origin,@destination,",1.425570011138916,1.0,1.0,1.0
