text,recognized_entities,expected_entities,training_time,recall,precision,f1_score
Forward all the external traffic to DMZ,"@target,@operation,@target,@target,","@operation,@origin,@destination,",0.9527521133422852,0.3333333333333333,0.5,0.4
Add inspection for the university from 22:00 to 12:00,"@end,@middlebox,@start,@target,","@operation,@middlebox,@target,@start,@end,",0.9527521133422852,0.8,1.0,0.888888888888889
Staff is allowed to access ftp,"@operation,@protocol,@target,","@target,@operation,@protocol,",0.9527521133422852,1.0,1.0,1.0
block all traffic at Dorms location,"@traffic,@operation,@target,","@operation,@traffic,@target,",0.9527521133422852,1.0,1.0,1.0
Grant SFTP access to all students from 08:00 to 17:00,"@end,@start,@operation,@protocol,@target,","@operation,@protocol,@target,@start,@end,",0.9527521133422852,1.0,1.0,1.0
"please lumi, define dorms quota to 10 gb per week","@qos_metric,@operation,@qos_value,@qos_unit,","@operation,@target,@qos_metric,@qos_value,@qos_unit,",0.9527521133422852,0.8,1.0,0.888888888888889
From gateway to my network remove nat,"@destination,@origin,@middlebox,@operation,","@origin,@destination,@operation,@middlebox,",0.9527521133422852,1.0,1.0,1.0
"Please, block netflix traffic on PUC","@operation,@service,@target,","@operation,@service,@target,",0.9527521133422852,1.0,1.0,1.0
allow all traffic,"@traffic,@operation,","@operation,@traffic,",0.9527521133422852,1.0,1.0,1.0
From dorms to internet add nat,"@operation,@destination,@origin,@middlebox,","@origin,@destination,@operation,@middlebox,",0.9527521133422852,1.0,1.0,1.0
Limit students in the dorm to 10 GB per week,"@qos_value,@target,@target,@qos_constraint,@qos_unit,","@qos_constraint,@target,@target,@qos_value,@qos_unit,",0.9527521133422852,1.0,1.0,1.0
please remove DPI from DMZ starting at 6am until 9pm,"@operation,@target,@end,@middlebox,@start,","@operation,@middlebox,@target,@start,@end,",0.9527521133422852,1.0,1.0,1.0
Students may use up to 10 GB of data weekly,"@qos_metric,@qos_value,@target,@qos_unit,","@target,@qos_metric,@qos_value,@qos_unit,",0.9527521133422852,1.0,1.0,1.0
Students cannot run file servers,"@operation,@service,@target,","@target,@operation,@service,",0.9527521133422852,1.0,1.0,1.0
add security from entry to backend,"@destination,@origin,@middlebox,@operation,","@operation,@middlebox,@origin,@destination,",0.9527521133422852,1.0,1.0,1.0
limit torrent traffic for guests to 100 Mbps,"@traffic,@qos_value,@target,@qos_constraint,@qos_unit,","@qos_constraint,@traffic,@target,@qos_value,@qos_unit,",0.9527521133422852,1.0,1.0,1.0
