text,recognized_entities,expected_entities,training_time,recall,precision,f1_score
"hey lumi, please add a DPI to ensure students from the labs are not accessing suspicious applications","@middlebox,@operation,@target,","@operation,@middlebox,@group,@target,",1.0735301971435547,0.75,1.0,0.8571428571428571
"Hey Lumi, add DPI to the labs network","@middlebox,@operation,@destination,","@operation,@middlebox,@target,",1.0735301971435547,0.6666666666666666,0.6666666666666666,0.6666666666666666
put a download quota for students of 10 gb per week,"@qos_metric,@qos_value,@target,@qos_constraint,@qos_unit,","@qos_constraint,@qos_metric,@target,@qos_value,@qos_unit,",1.0735301971435547,1.0,1.0,1.0
The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"@qos_value,@qos_constraint,@qos_unit,@qos_unit,","@target,@qos_value,@qos_unit,@qos_unit,@qos_constraint,",1.0735301971435547,0.75,1.0,0.8571428571428571
Permit gaming for PS4 from 13:00 to 18:00,"@end,@start,@traffic,@operation,@target,","@operation,@traffic,@target,@start,@end,",1.0735301971435547,1.0,1.0,1.0
These network security changes include blocking traffic from the Internet into the UW network over FTP,"@operation,@protocol,@origin,","@operation,@origin,@destination,@protocol,",1.0735301971435547,0.75,1.0,0.8571428571428571
Add traffic monitor from PUC to UFRGS,"@middlebox,@operation,@destination,@origin,","@operation,@middlebox,@origin,@destination,",1.0735301971435547,1.0,1.0,1.0
Let students access Facebook,"@operation,@service,@target,","@operation,@target,@service,",1.0735301971435547,1.0,1.0,1.0
limit traffic to 5Gbps  Between internet and servers for 16:00 to 19:00,"@start,@traffic,@qos_value,@destination,@origin,@qos_constraint,@qos_unit,@end,","@qos_constraint,@traffic,@qos_value,@qos_unit,@origin,@destination,@start,@end,",1.0735301971435547,1.0,1.0,1.0
Limit students in the dorm to 10 GB per week,"@target,@target,@qos_constraint,@qos_unit,@qos_value,","@qos_constraint,@target,@target,@qos_value,@qos_unit,",1.0735301971435547,1.0,1.0,1.0
From gateway to my network remove nat,"@origin,@middlebox,@operation,@destination,","@origin,@destination,@operation,@middlebox,",1.0735301971435547,1.0,1.0,1.0
Block streaming and gaming traffic in classrooms,"@target,@traffic,@traffic,@operation,","@operation,@traffic,@traffic,@target,",1.0735301971435547,1.0,1.0,1.0
forward traffic for labs through the dpi,"@target,@middlebox,@traffic,@operation,@operation,","@operation,@traffic,@target,@middlebox,",1.0735301971435547,1.0,1.0,1.0
ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,"@middlebox,@target,","@middlebox,@target,",1.0735301971435547,1.0,1.0,1.0
add dpi to labs network,"@middlebox,@operation,@target,","@operation,@middlebox,@destination,@target,",1.0735301971435547,0.75,1.0,0.8571428571428571
Dismiss all middleboxes from UFRGS to PUCRS,"@middlebox,@operation,@destination,@origin,","@operation,@middlebox,@origin,@destination,",1.0735301971435547,1.0,1.0,1.0
Guests' network is rate-limited to 5 Mb/s per user,"@qos_value,@target,@qos_unit,@qos_metric,","@target,@qos_metric,@qos_value,@qos_unit,",1.0735301971435547,1.0,1.0,1.0
