text,recognized_entities,expected_entities,training_time,recall,precision,f1_score
"There is a 6 GB per 24-hour period upload or download data transfer limit starting at midnight of each day, on all of your combined traffic on ResNet and UIC wireless","@qos_value,@qos_constraint,@qos_constraint,@qos_unit,@start,@qos_metric,","@qos_value,@qos_unit,@qos_constraint,@qos_constraint,@qos_metric,@start,@target,@target,",1.1739740371704102,0.8333333333333334,1.0,0.9090909090909091
FTP and SFTP servers are allowed by the University firewall,"@middlebox,@operation,@protocol,@protocol,@target,","@protocol,@protocol,@operation,@target,@middlebox,",1.1739740371704102,1.0,1.0,1.0
"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323","@operation,@service,@target,","@target,@operation,@service,",1.1739740371704102,1.0,1.0,1.0
Sony Playstation 2 is allowed by the University firewall,"@operation,@service,@target,@middlebox,","@service,@operation,@target,@middlebox,",1.1739740371704102,1.0,1.0,1.0
University Housing monitors only the amount of traffic,"@middlebox,","@target,@middlebox,",1.1739740371704102,0.5,1.0,0.6666666666666666
Everquest is blocked by the University firewall,"@middlebox,@operation,@service,@target,","@service,@operation,@target,@middlebox,",1.1739740371704102,1.0,1.0,1.0
"You may not run any services (e.g., FTP services,listservers,P2P file sharing servers, publishing files via generic file services, etc.) via ResNet or NYURoam wireless networks","@traffic,@operation,@protocol,@service,@target,","@operation,@protocol,@service,@traffic,@target,@target,",1.1739740371704102,1.0,1.0,1.0
The system passively monitors the network throughput when traffic is light,"@target,@middlebox,","@middlebox,@target,",1.1739740371704102,1.0,1.0,1.0
Housing does not normally limit the amount of bandwidth,"@qos_metric,@operation,","@target,@operation,@qos_metric,",1.1739740371704102,0.6666666666666666,1.0,0.8
SMTP is allowed by the University firewall,"@middlebox,@operation,@protocol,@target,","@protocol,@operation,@target,@middlebox,",1.1739740371704102,1.0,1.0,1.0
"MSN audio and video are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked","@middlebox,@operation,@operation,@service,@service,@service,@service,@service,@target,","@service,@service,@operation,@target,@middlebox,@service,@service,@service,@operation,",1.1739740371704102,1.0,1.0,1.0
Students have 200 GB of Free monthly usage,"@qos_unit,@qos_value,@target,","@target,@qos_value,@qos_unit,",1.1739740371704102,1.0,1.0,1.0
Mean Precision,1.0
Mean Recall,0.9166666666666666
Mean F1,0.9565217391304348
