text,recognized_entities,expected_entities,training_time,recall,precision,f1_score
block F2movies traffic for students in the labs,"@operation,@service,@target,@target,","@operation,@service,@target,@target,",1.086371660232544,1.0,1.0,1.0
"Lumi, block SIP traffic from 19:00 to 08:00 for dorms","@target,@end,@start,@operation,@protocol,","@operation,@protocol,@start,@end,@target,",1.086371660232544,1.0,1.0,1.0
Block streaming and gaming traffic in classrooms,"@traffic,@operation,@protocol,@target,","@operation,@traffic,@traffic,@target,",1.086371660232544,1.0,0.75,0.8571428571428571
Students can download up to 10 GB per week of data.,"@qos_value,@target,@target,@qos_constraint,@qos_unit,","@target,@qos_constraint,@qos_value,@qos_unit,@qos_metric,",1.086371660232544,0.8,1.0,0.888888888888889
Do no let students access Netflix from the laboratories to the internet,"@operation,@service,@destination,@target,@origin,","@operation,@target,@service,@origin,@destination,",1.086371660232544,1.0,1.0,1.0
From my house to PUCRS add middlebox dpi,"@middlebox,@operation,@destination,@origin,","@origin,@destination,@operation,@middlebox,",1.086371660232544,1.0,1.0,1.0
"Please, Lumi, block Youtube and all other streaming traffic","@service,@traffic,@operation,","@operation,@service,@traffic,",1.086371660232544,1.0,1.0,1.0
Set quota to 10 GB per week at dorms,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",1.086371660232544,1.0,1.0,1.0
"Lumi, prohibit access to internal campus computers from the internet","@origin,@operation,","@operation,@destination,@origin,",1.086371660232544,0.6666666666666666,1.0,0.8
"Lumi, please install an email scanner for the gateway","@middlebox,@operation,@target,","@operation,@middlebox,@target,",1.086371660232544,1.0,1.0,1.0
Limit traffic to 10 GB per week at Dorms,"@qos_unit,@traffic,@qos_value,@target,@qos_constraint,","@qos_constraint,@traffic,@qos_value,@qos_unit,@target,",1.086371660232544,1.0,1.0,1.0
limit the bandwidth in server racks to 5gbps between 4pm and 7pm,"@target,@qos_constraint,@qos_unit,@end,@qos_metric,@start,@qos_value,","@qos_constraint,@qos_metric,@target,@qos_value,@qos_unit,@start,@end,",1.086371660232544,1.0,1.0,1.0
set torrent traffic from guests to 100 mbps,"@target,@qos_unit,@traffic,@operation,@qos_value,","@operation,@traffic,@target,@qos_value,@qos_unit,",1.086371660232544,1.0,1.0,1.0
Staff is allowed to access ftp,"@operation,@protocol,@target,","@target,@operation,@protocol,",1.086371660232544,1.0,1.0,1.0
"Lumi, set to 10 kbps the upload rate for faculty","@qos_unit,@qos_metric,@operation,@qos_value,@target,","@operation,@qos_value,@qos_unit,@qos_metric,@target,",1.086371660232544,1.0,1.0,1.0
