text,recognized_entities,expected_entities,training_time,recall,precision,f1_score
I want the torrent traffic from guest users to be no more than 100 mbps,"@qos_unit,@qos_metric,@traffic,@qos_value,@target,","@traffic,@target,@qos_metric,@qos_value,@qos_unit,",0.9446218013763428,1.0,1.0,1.0
Students should not use more than five gigabytes of bandwidth per week,"@qos_value,@target,@qos_unit,@qos_metric,","@target,@qos_metric,@qos_value,@qos_unit,",0.9446218013763428,1.0,1.0,1.0
Deny SSH access to students,"@target,@operation,@protocol,","@operation,@protocol,@target,",0.9446218013763428,1.0,1.0,1.0
From my house to PUCRS add middlebox dpi,"@middlebox,@operation,@destination,@origin,","@origin,@destination,@operation,@middlebox,",0.9446218013763428,1.0,1.0,1.0
Prioritize Netflix traffic from 18:00 to midnight,"@middlebox,@start,@service,@end,","@middlebox,@service,@start,@end,",0.9446218013763428,1.0,1.0,1.0
limit to 100 Mbps the bandwidth torrent traffic can consume,"@qos_constraint,@qos_unit,@qos_metric,@traffic,@qos_value,","@qos_constraint,@qos_value,@qos_unit,@qos_metric,@traffic,",0.9446218013763428,1.0,1.0,1.0
Remove load balancing from gateway to database,"@destination,@origin,@middlebox,@operation,","@operation,@middlebox,@origin,@destination,",0.9446218013763428,1.0,1.0,1.0
"Lumi, block SIP traffic from 19:00 to 08:00 for dorms","@end,@start,@operation,@protocol,@target,","@operation,@protocol,@start,@end,@target,",0.9446218013763428,1.0,1.0,1.0
We provide a quota to all students of 1 GB/wk of usage.,"@qos_unit,@qos_metric,@qos_value,@target,","@qos_metric,@target,@qos_value,@qos_unit,",0.9446218013763428,1.0,1.0,1.0
Grant SFTP access to all students from 08:00 to 17:00,"@end,@start,@operation,@protocol,@target,","@operation,@protocol,@target,@start,@end,",0.9446218013763428,1.0,1.0,1.0
block all traffic,"@traffic,@operation,","@operation,@traffic,",0.9446218013763428,1.0,1.0,1.0
unblock traffic,"@traffic,@operation,","@operation,@traffic,",0.9446218013763428,1.0,1.0,1.0
set quota to 10 GB per week at labs,"@qos_unit,@qos_metric,@operation,@qos_value,@target,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",0.9446218013763428,1.0,1.0,1.0
Add monitor for the university from 04:00 to 22:00,"@target,@end,@middlebox,@start,","@middlebox,@target,@start,@end,",0.9446218013763428,1.0,1.0,1.0
block traffic of the server racks,"@traffic,@operation,@target,","@operation,@traffic,@target,",0.9446218013763428,1.0,1.0,1.0
Dismiss rate limiting for faculty members,"@qos_metric,@operation,@target,","@operation,@qos_metric,@target,",0.9446218013763428,1.0,1.0,1.0
Make sure all traffic from the Internet to the labs is inspected by the DPI middlebox,"@origin,@middlebox,@traffic,@destination,","@traffic,@origin,@destination,@middlebox,@middlebox,",0.9446218013763428,1.0,1.0,1.0
"Lumi, block VoIP traffic from 00:00 to 06:00","@start,@traffic,@operation,@end,","@operation,@traffic,@start,@end,",0.9446218013763428,1.0,1.0,1.0
Set quota to 10 GB per week at dorms,"@qos_unit,@qos_metric,@operation,@qos_value,@target,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",0.9446218013763428,1.0,1.0,1.0
limit traffic to 5Gbps  Between internet and servers for 16:00 to 19:00,"@destination,@origin,@qos_constraint,@qos_unit,@end,@start,@traffic,@qos_value,","@qos_constraint,@traffic,@qos_value,@qos_unit,@origin,@destination,@start,@end,",0.9446218013763428,1.0,1.0,1.0
Block streaming traffic on UFRGS,"@traffic,@operation,@target,","@operation,@traffic,@target,",0.9446218013763428,1.0,1.0,1.0
limit torrent traffic to 100 mbps,"@qos_unit,@traffic,@qos_value,@target,@qos_constraint,","@qos_constraint,@traffic,@qos_value,@qos_unit,",0.9446218013763428,1.0,0.8,0.888888888888889
Students shall download no more than 1000000 megabytes per week,"@qos_value,@qos_constraint,@qos_unit,@qos_metric,","@group,@qos_constraint,@qos_metric,@qos_value,@qos_unit,",0.9446218013763428,0.8,1.0,0.888888888888889
please do not let any music streaming in the network,"@traffic,@operation,@target,","@operation,@traffic,@target,",0.9446218013763428,1.0,1.0,1.0
Reduce the download rate for faculty members to 20 Mbps,"@qos_unit,@qos_metric,@operation,@qos_value,@target,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",0.9446218013763428,1.0,1.0,1.0
Forward all the external traffic to DMZ,"@target,@operation,@target,@target,","@operation,@origin,@destination,",0.9446218013763428,0.3333333333333333,0.5,0.4
"Lumi, for the guest network, limit the traffic of torrent protocol to 100 mbps","@traffic,@traffic,@qos_value,@target,@qos_constraint,@qos_constraint,@qos_unit,@middlebox,","@target,@qos_constraint,@target,@qos_value,@qos_unit,",0.9446218013763428,1.0,0.6666666666666666,0.8
"Hey Lumi, add DPI to the labs network","@target,@middlebox,@operation,","@operation,@middlebox,@target,",0.9446218013763428,1.0,1.0,1.0
block facebook,"@operation,@service,","@operation,@service,",0.9446218013763428,1.0,1.0,1.0
"Please, allow Skype for all users","@operation,@service,@target,","@operation,@service,@target,",0.9446218013763428,1.0,1.0,1.0
set a maximum of 5 gbps to the servers from 4pm to 7pm,"@qos_unit,@end,@start,@operation,@qos_value,@destination,@qos_constraint,","@operation,@qos_constraint,@qos_value,@qos_unit,@destination,@start,@end,",0.9446218013763428,1.0,1.0,1.0
Setup a packet filter for guests traffic,"@target,@middlebox,@operation,","@operation,@middlebox,@target,",0.9446218013763428,1.0,1.0,1.0
Permit gaming for PS4 from 13:00 to 18:00,"@end,@start,@traffic,@operation,@target,","@operation,@traffic,@target,@start,@end,",0.9446218013763428,1.0,1.0,1.0
Please allow social media for the HR department,"@traffic,@operation,@target,","@operation,@traffic,@target,",0.9446218013763428,1.0,1.0,1.0
block F2movies traffic for students in the labs,"@operation,@service,@target,@target,","@operation,@service,@target,@target,",0.9446218013763428,1.0,1.0,1.0
"Lumi, prohibit access to internal campus computers from the internet","@operation,@origin,","@operation,@destination,@origin,",0.9446218013763428,0.6666666666666666,1.0,0.8
Between internet and servers limit traffic to 5Gbps interval 4pm to 7pm,"@start,@traffic,@qos_value,@destination,@origin,@qos_constraint,@qos_unit,@end,","@origin,@destination,@qos_constraint,@traffic,@qos_value,@qos_unit,@start,@end,",0.9446218013763428,1.0,1.0,1.0
Mean Precision,0.9720720720720721
Mean Recall,0.9675675675675675
Mean F1,0.969814589322253
